state,district,crop,Variety,Year,fhp_RsPerQtl_Kharif,fhp_RsPerQtl_Rabi,fhp_RsPerQtl_Summer
AP,Adilabad,Bajra,-,2004-05,,454,
AP,Adilabad,Bajra,-,2005-06,,697,
AP,Adilabad,Bajra,-,2006-07,,885,
AP,Adilabad,Bajra,-,2007-08,,1438,
AP,Adilabad,Bajra,-,2008-09,,1741,
AP,Adilabad,Bajra,-,2009-10,,928,
AP,Adilabad,Bajra,-,2010-11,,3526,
AP,Adilabad,Bajra,-,2011-12,,1906,
AP,Adilabad,CasterSeed,-,2004-05,1494,,
AP,Adilabad,CasterSeed,-,2005-06,1100,,
AP,Adilabad,CasterSeed,-,2006-07,1578,,
AP,Adilabad,CasterSeed,-,2007-08,1788,,
AP,Adilabad,CasterSeed,-,2008-09,2121,,
AP,Adilabad,CasterSeed,-,2009-10,,,
AP,Adilabad,CasterSeed,-,2010-11,,,
AP,Adilabad,CasterSeed,-,2011-12,3190,,
AP,Adilabad,Chilly,-,2005-06,2715,,
AP,Adilabad,Chilly,-,2008-09,,6336,
AP,Adilabad,Chilly,Dry,2004-05,2413,2198,
AP,Adilabad,Chilly,Dry,2005-06,,2911,
AP,Adilabad,Chilly,Dry,2006-07,4840,4808,
AP,Adilabad,Chilly,Dry,2007-08,4557,4358,
AP,Adilabad,Chilly,Dry,2008-09,5324,,
AP,Adilabad,Chilly,Dry,2009-10,6764,6382,
AP,Adilabad,Chilly,Dry,2010-11,8987,7271,
AP,Adilabad,Chilly,Dry,2011-12,6063,5504,
AP,Adilabad,Cotton,-,2004-05,1932,,
AP,Adilabad,Cotton,-,2005-06,1879,,
AP,Adilabad,Cotton,-,2006-07,1869,,
AP,Adilabad,Cotton,-,2007-08,2190,,
AP,Adilabad,Cotton,-,2008-09,2898,,
AP,Adilabad,Cotton,-,2009-10,3094,,
AP,Adilabad,Cotton,-,2010-11,4310,,
AP,Adilabad,Cotton,-,2011-12,3857,,
AP,Adilabad,Gram,-,2004-05,,1360,
AP,Adilabad,Gram,-,2005-06,,1550,
AP,Adilabad,Gram,-,2006-07,,2073,
AP,Adilabad,Gram,-,2007-08,,1973,
AP,Adilabad,Gram,-,2008-09,,1549,
AP,Adilabad,Gram,-,2009-10,,1995,
AP,Adilabad,Gram,-,2010-11,,2050,
AP,Adilabad,Gram,-,2011-12,,2431,
AP,Adilabad,Ground Nut,-,2004-05,1180,1573,
AP,Adilabad,Ground Nut,-,2005-06,1569,1775,
AP,Adilabad,Ground Nut,-,2006-07,1745,1941,
AP,Adilabad,Ground Nut,-,2007-08,,1869,
AP,Adilabad,Ground Nut,-,2008-09,,2408,
AP,Adilabad,Ground Nut,-,2009-10,,2505,
AP,Adilabad,Ground Nut,-,2010-11,,3651,
AP,Adilabad,Ground Nut,-,2011-12,,4015,
AP,Adilabad,Jowar,-,2004-05,472,530,
AP,Adilabad,Jowar,-,2005-06,477,637,
AP,Adilabad,Jowar,-,2006-07,530,610,
AP,Adilabad,Jowar,-,2007-08,709,756,
AP,Adilabad,Jowar,-,2008-09,701,754,
AP,Adilabad,Jowar,-,2009-10,1085,898,
AP,Adilabad,Jowar,-,2010-11,750,1039,
AP,Adilabad,Jowar,-,2011-12,1305,1180,
AP,Adilabad,Maize,-,2004-05,442,498,
AP,Adilabad,Maize,-,2005-06,481,528,
AP,Adilabad,Maize,-,2006-07,497,569,
AP,Adilabad,Maize,-,2007-08,628,751,
AP,Adilabad,Maize,-,2008-09,816,,
AP,Adilabad,Maize,-,2009-10,836,768,
AP,Adilabad,Maize,-,2010-11,843,968,
AP,Adilabad,Maize,-,2011-12,971,938,
AP,Adilabad,Mesta,-,2005-06,1300,,
AP,Adilabad,Mesta,-,2006-07,1111,,
AP,Adilabad,Mesta,-,2007-08,,,
AP,Adilabad,Mesta,-,2008-09,,,
AP,Adilabad,Mesta,-,2009-10,,,
AP,Adilabad,Mesta,-,2010-11,,,
AP,Adilabad,Mesta,-,2011-12,,,
AP,Adilabad,Paddy,-,2004-05,649,614,
AP,Adilabad,Paddy,-,2005-06,640,511,
AP,Adilabad,Paddy,-,2006-07,635,624,
AP,Adilabad,Paddy,-,2007-08,765,874,
AP,Adilabad,Paddy,-,2008-09,929,954,
AP,Adilabad,Paddy,-,2009-10,944,960,
AP,Adilabad,Paddy,-,2010-11,1005,948,
AP,Adilabad,Paddy,-,2011-12,1028,1073,
AP,Adilabad,Ragi,-,2004-05,,,
AP,Adilabad,Ragi,-,2005-06,,,
AP,Adilabad,Ragi,-,2006-07,,,
AP,Adilabad,Ragi,-,2007-08,,,
AP,Adilabad,Ragi,-,2008-09,,,
AP,Adilabad,Ragi,-,2009-10,,,
AP,Adilabad,Ragi,-,2010-11,,,
AP,Adilabad,Ragi,-,2011-12,,,
AP,Adilabad,Sesamum,-,2004-05,2443,2671,
AP,Adilabad,Sesamum,-,2005-06,1758,2431,
AP,Adilabad,Sesamum,-,2006-07,2700,2391,
AP,Adilabad,Sesamum,-,2007-08,2511,4167,
AP,Adilabad,Sesamum,-,2008-09,,3655,
AP,Adilabad,Sesamum,-,2009-10,,5285,
AP,Adilabad,Sesamum,-,2010-11,4715,4128,
AP,Adilabad,Sesamum,-,2011-12,3638,4292,
AP,Adilabad,Sugar Raw,-,2004-05,1188,,
AP,Adilabad,Sugar Raw,-,2005-06,1100,,
AP,Adilabad,Sugar Raw,-,2006-07,1051,,
AP,Adilabad,Sugar Raw,-,2007-08,1041,,
AP,Adilabad,Sugar Raw,-,2008-09,1221,,
AP,Adilabad,Sugar Raw,-,2009-10,,,
AP,Adilabad,Sugar Raw,-,2010-11,2069,,
AP,Adilabad,Sugar Raw,-,2011-12,,,
AP,Adilabad,Tobacco,-,2004-05,,,
AP,Adilabad,Tobacco,-,2005-06,,,
AP,Adilabad,Tobacco,-,2006-07,,,
AP,Adilabad,Tobacco,-,2007-08,,,
AP,Adilabad,Tobacco,-,2008-09,,,
AP,Adilabad,Tobacco,-,2010-11,,,
AP,Adilabad,Tobacco,-,2011-12,,,
AP,Adilabad,Tur Arhar,-,2004-05,1366,1352,
AP,Adilabad,Tur Arhar,-,2005-06,1518,,
AP,Adilabad,Tur Arhar,-,2006-07,2094,,
AP,Adilabad,Tur Arhar,-,2007-08,2178,,
AP,Adilabad,Tur Arhar,-,2008-09,2205,,
AP,Adilabad,Tur Arhar,-,2009-10,3934,3616,
AP,Adilabad,Tur Arhar,-,2010-11,3047,3294,
AP,Adilabad,Tur Arhar,-,2011-12,3065,3536,
AP,Adilabad,Turmeric,-,2004-05,2006,,
AP,Adilabad,Turmeric,-,2005-06,2209,,
AP,Adilabad,Turmeric,-,2006-07,1845,,
AP,Adilabad,Turmeric,-,2007-08,2119,,
AP,Adilabad,Turmeric,-,2009-10,13636,,
AP,Adilabad,Turmeric,-,2010-11,11857,,
AP,Adilabad,Turmeric,-,2011-12,3314,,
AP,Anantapur,Bajra,-,2004-05,523,575,
AP,Anantapur,Bajra,-,2005-06,530,620,
AP,Anantapur,Bajra,-,2006-07,595,885,
AP,Anantapur,Bajra,-,2007-08,708,1438,
AP,Anantapur,Bajra,-,2008-09,719,,
AP,Anantapur,Bajra,-,2009-10,1050,,
AP,Anantapur,Bajra,-,2010-11,1040,,
AP,Anantapur,Bajra,-,2011-12,1041,1063,
AP,Anantapur,CasterSeed,-,2004-05,1379,,
AP,Anantapur,CasterSeed,-,2005-06,1344,,
AP,Anantapur,CasterSeed,-,2006-07,1722,,
AP,Anantapur,CasterSeed,-,2007-08,1822,,
AP,Anantapur,CasterSeed,-,2008-09,2234,,
AP,Anantapur,CasterSeed,-,2009-10,2400,,
AP,Anantapur,CasterSeed,-,2010-11,3464,2577,
AP,Anantapur,CasterSeed,-,2011-12,3249,1833,
AP,Anantapur,Chilly,-,2005-06,3335,,
AP,Anantapur,Chilly,-,2008-09,,,
AP,Anantapur,Chilly,Dry,2004-05,2920,1975,
AP,Anantapur,Chilly,Dry,2005-06,,2645,
AP,Anantapur,Chilly,Dry,2006-07,5439,4104,
AP,Anantapur,Chilly,Dry,2007-08,3666,,
AP,Anantapur,Chilly,Dry,2008-09,5669,,
AP,Anantapur,Chilly,Dry,2009-10,5050,,
AP,Anantapur,Chilly,Dry,2010-11,7173,,
AP,Anantapur,Chilly,Dry,2011-12,7360,7029,
AP,Anantapur,Cotton,-,2004-05,1634,,
AP,Anantapur,Cotton,-,2005-06,2038,,
AP,Anantapur,Cotton,-,2006-07,2053,,
AP,Anantapur,Cotton,-,2007-08,2064,,
AP,Anantapur,Cotton,-,2008-09,2755,,
AP,Anantapur,Cotton,-,2009-10,2833,,
AP,Anantapur,Cotton,-,2010-11,5484,,
AP,Anantapur,Cotton,-,2011-12,3877,,
AP,Anantapur,Gram,-,2004-05,,1613,
AP,Anantapur,Gram,-,2005-06,,1744,
AP,Anantapur,Gram,-,2006-07,,2407,
AP,Anantapur,Gram,-,2007-08,,2363,
AP,Anantapur,Gram,-,2008-09,,2373,
AP,Anantapur,Gram,-,2009-10,,2210,
AP,Anantapur,Gram,-,2010-11,,2431,
AP,Anantapur,Gram,-,2011-12,,3507,
AP,Anantapur,Ground Nut,-,2004-05,1702,1690,
AP,Anantapur,Ground Nut,-,2005-06,1553,1601,
AP,Anantapur,Ground Nut,-,2006-07,1963,2387,
AP,Anantapur,Ground Nut,-,2007-08,2167,2567,
AP,Anantapur,Ground Nut,-,2008-09,2117,2647,
AP,Anantapur,Ground Nut,-,2009-10,2530,2809,
AP,Anantapur,Ground Nut,-,2010-11,2609,4095,
AP,Anantapur,Ground Nut,-,2011-12,3085,5020,
AP,Anantapur,Jowar,-,2004-05,666,681,
AP,Anantapur,Jowar,-,2005-06,678,659,
AP,Anantapur,Jowar,-,2006-07,861,968,
AP,Anantapur,Jowar,-,2007-08,875,841,
AP,Anantapur,Jowar,-,2008-09,934,1044,
AP,Anantapur,Jowar,-,2009-10,1125,1095,
AP,Anantapur,Jowar,-,2010-11,1446,1329,
AP,Anantapur,Jowar,-,2011-12,1889,1674,
AP,Anantapur,Maize,-,2004-05,504,486,
AP,Anantapur,Maize,-,2005-06,498,502,
AP,Anantapur,Maize,-,2006-07,605,590,
AP,Anantapur,Maize,-,2007-08,614,634,
AP,Anantapur,Maize,-,2008-09,874,,
AP,Anantapur,Maize,-,2009-10,910,920,
AP,Anantapur,Maize,-,2010-11,932,925,
AP,Anantapur,Maize,-,2011-12,1111,1078,
AP,Anantapur,Mesta,-,2005-06,,,
AP,Anantapur,Mesta,-,2006-07,,,
AP,Anantapur,Mesta,-,2007-08,,,
AP,Anantapur,Mesta,-,2008-09,,,
AP,Anantapur,Mesta,-,2009-10,,,
AP,Anantapur,Mesta,-,2010-11,2326,,
AP,Anantapur,Mesta,-,2011-12,1560,,
AP,Anantapur,Paddy,-,2004-05,708,629,
AP,Anantapur,Paddy,-,2005-06,712,551,
AP,Anantapur,Paddy,-,2006-07,807,607,
AP,Anantapur,Paddy,-,2007-08,885,787,
AP,Anantapur,Paddy,-,2008-09,1093,896,
AP,Anantapur,Paddy,-,2009-10,1465,1700,
AP,Anantapur,Paddy,-,2010-11,1042,779,
AP,Anantapur,Paddy,-,2011-12,1124,1126,
AP,Anantapur,Ragi,-,2004-05,642,559,
AP,Anantapur,Ragi,-,2005-06,628,531,
AP,Anantapur,Ragi,-,2006-07,755,565,
AP,Anantapur,Ragi,-,2007-08,774,708,
AP,Anantapur,Ragi,-,2008-09,860,939,
AP,Anantapur,Ragi,-,2009-10,1067,1183,
AP,Anantapur,Ragi,-,2010-11,1230,1281,
AP,Anantapur,Ragi,-,2011-12,1273,1349,
AP,Anantapur,Sesamum,-,2004-05,,,
AP,Anantapur,Sesamum,-,2005-06,,,
AP,Anantapur,Sesamum,-,2006-07,,,
AP,Anantapur,Sesamum,-,2007-08,,,
AP,Anantapur,Sesamum,-,2008-09,,,
AP,Anantapur,Sesamum,-,2009-10,,,
AP,Anantapur,Sesamum,-,2010-11,,,
AP,Anantapur,Sesamum,-,2011-12,,,
AP,Anantapur,Sugar Raw,-,2004-05,1648,,
AP,Anantapur,Sugar Raw,-,2005-06,1551,,
AP,Anantapur,Sugar Raw,-,2006-07,1083,,
AP,Anantapur,Sugar Raw,-,2007-08,1516,,
AP,Anantapur,Sugar Raw,-,2008-09,2437,,
AP,Anantapur,Sugar Raw,-,2009-10,2500,,
AP,Anantapur,Sugar Raw,-,2010-11,2238,,
AP,Anantapur,Sugar Raw,-,2011-12,2133,,
AP,Anantapur,Tobacco,-,2004-05,,,
AP,Anantapur,Tobacco,-,2005-06,,4242,
AP,Anantapur,Tobacco,-,2006-07,,,
AP,Anantapur,Tobacco,-,2007-08,,,
AP,Anantapur,Tobacco,-,2008-09,,,
AP,Anantapur,Tobacco,-,2010-11,,5291,
AP,Anantapur,Tobacco,-,2011-12,,,
AP,Anantapur,Tur Arhar,-,2004-05,1458,,
AP,Anantapur,Tur Arhar,-,2005-06,1383,,
AP,Anantapur,Tur Arhar,-,2006-07,1889,,
AP,Anantapur,Tur Arhar,-,2007-08,2024,,
AP,Anantapur,Tur Arhar,-,2008-09,2468,,
AP,Anantapur,Tur Arhar,-,2009-10,3218,3616,
AP,Anantapur,Tur Arhar,-,2010-11,3040,,
AP,Anantapur,Tur Arhar,-,2011-12,2886,,
AP,Anantapur,Turmeric,-,2004-05,1911,,
AP,Anantapur,Turmeric,-,2005-06,2010,,
AP,Anantapur,Turmeric,-,2006-07,1819,,
AP,Anantapur,Turmeric,-,2007-08,,,
AP,Anantapur,Turmeric,-,2009-10,,,
AP,Anantapur,Turmeric,-,2010-11,9310,,
AP,Anantapur,Turmeric,-,2011-12,3125,,
AP,Chittor,Bajra,-,2004-05,542,575,
AP,Chittor,Bajra,-,2005-06,512,680,
AP,Chittor,Bajra,-,2006-07,578,885,
AP,Chittor,Bajra,-,2007-08,701,,
AP,Chittor,Bajra,-,2008-09,789,,
AP,Chittor,Bajra,-,2009-10,822,,
AP,Chittor,Bajra,-,2010-11,919,,
AP,Chittor,Bajra,-,2011-12,999,,
AP,Chittor,CasterSeed,-,2004-05,1460,,
AP,Chittor,CasterSeed,-,2005-06,1344,,
AP,Chittor,CasterSeed,-,2006-07,1722,,
AP,Chittor,CasterSeed,-,2007-08,1822,,
AP,Chittor,CasterSeed,-,2008-09,2619,,
AP,Chittor,CasterSeed,-,2009-10,,,
AP,Chittor,CasterSeed,-,2010-11,3464,,
AP,Chittor,CasterSeed,-,2011-12,,,
AP,Chittor,Chilly,-,2005-06,2621,,
AP,Chittor,Chilly,-,2008-09,,5370,
AP,Chittor,Chilly,Dry,2004-05,2193,1975,
AP,Chittor,Chilly,Dry,2005-06,,2645,
AP,Chittor,Chilly,Dry,2006-07,4935,4104,
AP,Chittor,Chilly,Dry,2007-08,3537,4258,
AP,Chittor,Chilly,Dry,2008-09,5039,,
AP,Chittor,Chilly,Dry,2009-10,5221,5484,
AP,Chittor,Chilly,Dry,2010-11,,9282,
AP,Chittor,Chilly,Dry,2011-12,,7029,
AP,Chittor,Cotton,-,2004-05,,,
AP,Chittor,Cotton,-,2005-06,1869,,
AP,Chittor,Cotton,-,2006-07,,,
AP,Chittor,Cotton,-,2007-08,,,
AP,Chittor,Cotton,-,2008-09,,,
AP,Chittor,Cotton,-,2009-10,,,
AP,Chittor,Cotton,-,2010-11,,,
AP,Chittor,Cotton,-,2011-12,,,
AP,Chittor,Gram,-,2004-05,,1506,
AP,Chittor,Gram,-,2005-06,,,
AP,Chittor,Gram,-,2006-07,,,
AP,Chittor,Gram,-,2007-08,,,
AP,Chittor,Gram,-,2008-09,,,
AP,Chittor,Gram,-,2009-10,,,
AP,Chittor,Gram,-,2010-11,,,
AP,Chittor,Gram,-,2011-12,,,
AP,Chittor,Ground Nut,-,2004-05,1579,1580,
AP,Chittor,Ground Nut,-,2005-06,1291,1532,
AP,Chittor,Ground Nut,-,2006-07,1940,2107,
AP,Chittor,Ground Nut,-,2007-08,2163,2464,
AP,Chittor,Ground Nut,-,2008-09,2015,2607,
AP,Chittor,Ground Nut,-,2009-10,2531,2655,
AP,Chittor,Ground Nut,-,2010-11,2535,3355,
AP,Chittor,Ground Nut,-,2011-12,3094,4356,
AP,Chittor,Jowar,-,2004-05,441,533,
AP,Chittor,Jowar,-,2005-06,408,570,
AP,Chittor,Jowar,-,2006-07,606,825,
AP,Chittor,Jowar,-,2007-08,619,,
AP,Chittor,Jowar,-,2008-09,820,,
AP,Chittor,Jowar,-,2009-10,898,,
AP,Chittor,Jowar,-,2010-11,1051,,
AP,Chittor,Jowar,-,2011-12,1369,,
AP,Chittor,Maize,-,2004-05,504,486,
AP,Chittor,Maize,-,2005-06,498,502,
AP,Chittor,Maize,-,2006-07,605,590,
AP,Chittor,Maize,-,2007-08,624,653,
AP,Chittor,Maize,-,2008-09,874,,
AP,Chittor,Maize,-,2009-10,874,884,
AP,Chittor,Maize,-,2010-11,914,987,
AP,Chittor,Maize,-,2011-12,1026,1078,
AP,Chittor,Mesta,-,2005-06,1300,,
AP,Chittor,Mesta,-,2006-07,1111,,
AP,Chittor,Mesta,-,2007-08,,,
AP,Chittor,Mesta,-,2008-09,,,
AP,Chittor,Mesta,-,2009-10,,,
AP,Chittor,Mesta,-,2010-11,2326,,
AP,Chittor,Mesta,-,2011-12,1560,,
AP,Chittor,Paddy,-,2004-05,570,601,
AP,Chittor,Paddy,-,2005-06,687,560,
AP,Chittor,Paddy,-,2006-07,743,671,
AP,Chittor,Paddy,-,2007-08,676,720,
AP,Chittor,Paddy,-,2008-09,932,815,
AP,Chittor,Paddy,-,2009-10,935,1185,
AP,Chittor,Paddy,-,2010-11,1136,933,
AP,Chittor,Paddy,-,2011-12,1011,912,
AP,Chittor,Ragi,-,2004-05,504,625,
AP,Chittor,Ragi,-,2005-06,512,598,
AP,Chittor,Ragi,-,2006-07,577,624,
AP,Chittor,Ragi,-,2007-08,713,819,
AP,Chittor,Ragi,-,2008-09,847,1047,
AP,Chittor,Ragi,-,2009-10,1087,1291,
AP,Chittor,Ragi,-,2010-11,1130,1151,
AP,Chittor,Ragi,-,2011-12,1170,1349,
AP,Chittor,Sesamum,-,2004-05,1959,1826,
AP,Chittor,Sesamum,-,2005-06,1768,1820,
AP,Chittor,Sesamum,-,2006-07,2106,1975,
AP,Chittor,Sesamum,-,2007-08,,3366,
AP,Chittor,Sesamum,-,2008-09,,3655,
AP,Chittor,Sesamum,-,2009-10,,3741,
AP,Chittor,Sesamum,-,2010-11,,3486,
AP,Chittor,Sesamum,-,2011-12,,3936,
AP,Chittor,Sugar Raw,-,2004-05,1648,,
AP,Chittor,Sugar Raw,-,2005-06,1551,,
AP,Chittor,Sugar Raw,-,2006-07,1083,,
AP,Chittor,Sugar Raw,-,2007-08,1516,,
AP,Chittor,Sugar Raw,-,2008-09,2437,,
AP,Chittor,Sugar Raw,-,2009-10,3382,,
AP,Chittor,Sugar Raw,-,2010-11,2529,,
AP,Chittor,Sugar Raw,-,2011-12,2133,,
AP,Chittor,Tobacco,-,2004-05,,4202,
AP,Chittor,Tobacco,-,2005-06,,,
AP,Chittor,Tobacco,-,2006-07,,4685,
AP,Chittor,Tobacco,-,2007-08,,,
AP,Chittor,Tobacco,-,2008-09,,,
AP,Chittor,Tobacco,-,2010-11,,,
AP,Chittor,Tobacco,-,2011-12,,,
AP,Chittor,Tur Arhar,-,2004-05,1272,,
AP,Chittor,Tur Arhar,-,2005-06,1430,,
AP,Chittor,Tur Arhar,-,2006-07,1690,,
AP,Chittor,Tur Arhar,-,2007-08,1724,,
AP,Chittor,Tur Arhar,-,2008-09,2785,,
AP,Chittor,Tur Arhar,-,2009-10,3304,3616,
AP,Chittor,Tur Arhar,-,2010-11,3604,,
AP,Chittor,Tur Arhar,-,2011-12,3290,,
AP,Chittor,Turmeric,-,2004-05,1911,,
AP,Chittor,Turmeric,-,2005-06,2667,,
AP,Chittor,Turmeric,-,2006-07,1819,,
AP,Chittor,Turmeric,-,2007-08,2759,,
AP,Chittor,Turmeric,-,2009-10,11199,,
AP,Chittor,Turmeric,-,2010-11,9310,,
AP,Chittor,Turmeric,-,2011-12,3125,,
AP,Cuddapah,Bajra,-,2004-05,533,575,
AP,Cuddapah,Bajra,-,2005-06,532,616,
AP,Cuddapah,Bajra,-,2006-07,,,
AP,Cuddapah,Bajra,-,2007-08,,,
AP,Cuddapah,Bajra,-,2008-09,,,
AP,Cuddapah,Bajra,-,2009-10,,,
AP,Cuddapah,Bajra,-,2010-11,,,
AP,Cuddapah,Bajra,-,2011-12,,,
AP,Cuddapah,CasterSeed,-,2004-05,1460,,
AP,Cuddapah,CasterSeed,-,2005-06,1344,,
AP,Cuddapah,CasterSeed,-,2006-07,,,
AP,Cuddapah,CasterSeed,-,2007-08,,,
AP,Cuddapah,CasterSeed,-,2008-09,,,
AP,Cuddapah,CasterSeed,-,2009-10,,,
AP,Cuddapah,CasterSeed,-,2010-11,,,
AP,Cuddapah,CasterSeed,-,2011-12,,,
AP,Cuddapah,Chilly,-,2005-06,2621,,
AP,Cuddapah,Chilly,-,2008-09,,,
AP,Cuddapah,Chilly,Dry,2004-05,2193,1975,
AP,Cuddapah,Chilly,Dry,2005-06,,2645,
AP,Cuddapah,Chilly,Dry,2006-07,,,
AP,Cuddapah,Chilly,Dry,2007-08,,,
AP,Cuddapah,Chilly,Dry,2008-09,,,
AP,Cuddapah,Chilly,Dry,2009-10,,,
AP,Cuddapah,Chilly,Dry,2010-11,,,
AP,Cuddapah,Chilly,Dry,2011-12,,,
AP,Cuddapah,Cotton,-,2004-05,1634,,
AP,Cuddapah,Cotton,-,2005-06,1871,,
AP,Cuddapah,Cotton,-,2006-07,,,
AP,Cuddapah,Cotton,-,2007-08,,,
AP,Cuddapah,Cotton,-,2008-09,,,
AP,Cuddapah,Cotton,-,2009-10,,,
AP,Cuddapah,Cotton,-,2010-11,,,
AP,Cuddapah,Cotton,-,2011-12,,,
AP,Cuddapah,Gram,-,2004-05,,1506,
AP,Cuddapah,Gram,-,2005-06,,1590,
AP,Cuddapah,Gram,-,2006-07,,,
AP,Cuddapah,Gram,-,2007-08,,,
AP,Cuddapah,Gram,-,2008-09,,,
AP,Cuddapah,Gram,-,2009-10,,,
AP,Cuddapah,Gram,-,2010-11,,,
AP,Cuddapah,Gram,-,2011-12,,,
AP,Cuddapah,Ground Nut,-,2004-05,1634,1518,
AP,Cuddapah,Ground Nut,-,2005-06,1114,1647,
AP,Cuddapah,Ground Nut,-,2006-07,,,
AP,Cuddapah,Ground Nut,-,2007-08,,,
AP,Cuddapah,Ground Nut,-,2008-09,,,
AP,Cuddapah,Ground Nut,-,2009-10,,,
AP,Cuddapah,Ground Nut,-,2010-11,,,
AP,Cuddapah,Ground Nut,-,2011-12,,,
AP,Cuddapah,Jowar,-,2004-05,581,533,
AP,Cuddapah,Jowar,-,2005-06,497,528,
AP,Cuddapah,Jowar,-,2006-07,,,
AP,Cuddapah,Jowar,-,2007-08,,,
AP,Cuddapah,Jowar,-,2008-09,,,
AP,Cuddapah,Jowar,-,2009-10,,,
AP,Cuddapah,Jowar,-,2010-11,,,
AP,Cuddapah,Jowar,-,2011-12,,,
AP,Cuddapah,Maize,-,2004-05,504,,
AP,Cuddapah,Maize,-,2005-06,498,502,
AP,Cuddapah,Maize,-,2006-07,,,
AP,Cuddapah,Maize,-,2007-08,,,
AP,Cuddapah,Maize,-,2008-09,,,
AP,Cuddapah,Maize,-,2009-10,,,
AP,Cuddapah,Maize,-,2010-11,,,
AP,Cuddapah,Maize,-,2011-12,,,
AP,Cuddapah,Mesta,-,2005-06,,,
AP,Cuddapah,Mesta,-,2006-07,,,
AP,Cuddapah,Mesta,-,2007-08,,,
AP,Cuddapah,Mesta,-,2008-09,,,
AP,Cuddapah,Mesta,-,2009-10,,,
AP,Cuddapah,Mesta,-,2010-11,,,
AP,Cuddapah,Mesta,-,2011-12,,,
AP,Cuddapah,Paddy,-,2004-05,638,683,
AP,Cuddapah,Paddy,-,2005-06,698,627,
AP,Cuddapah,Paddy,-,2006-07,,,
AP,Cuddapah,Paddy,-,2007-08,,,
AP,Cuddapah,Paddy,-,2008-09,,,
AP,Cuddapah,Paddy,-,2009-10,,,
AP,Cuddapah,Paddy,-,2010-11,,,
AP,Cuddapah,Paddy,-,2011-12,,,
AP,Cuddapah,Ragi,-,2004-05,573,559,
AP,Cuddapah,Ragi,-,2005-06,512,531,
AP,Cuddapah,Ragi,-,2006-07,,,
AP,Cuddapah,Ragi,-,2007-08,,,
AP,Cuddapah,Ragi,-,2008-09,,,
AP,Cuddapah,Ragi,-,2009-10,,,
AP,Cuddapah,Ragi,-,2010-11,,,
AP,Cuddapah,Ragi,-,2011-12,,,
AP,Cuddapah,Sesamum,-,2004-05,1959,1826,
AP,Cuddapah,Sesamum,-,2005-06,1768,1820,
AP,Cuddapah,Sesamum,-,2006-07,,,
AP,Cuddapah,Sesamum,-,2007-08,,,
AP,Cuddapah,Sesamum,-,2008-09,,,
AP,Cuddapah,Sesamum,-,2009-10,,,
AP,Cuddapah,Sesamum,-,2010-11,,,
AP,Cuddapah,Sesamum,-,2011-12,,,
AP,Cuddapah,Sugar Raw,-,2004-05,1648,,
AP,Cuddapah,Sugar Raw,-,2005-06,1551,,
AP,Cuddapah,Sugar Raw,-,2006-07,,,
AP,Cuddapah,Sugar Raw,-,2007-08,,,
AP,Cuddapah,Sugar Raw,-,2008-09,,,
AP,Cuddapah,Sugar Raw,-,2009-10,,,
AP,Cuddapah,Sugar Raw,-,2010-11,,,
AP,Cuddapah,Sugar Raw,-,2011-12,,,
AP,Cuddapah,Tobacco,-,2004-05,,4202,
AP,Cuddapah,Tobacco,-,2005-06,,4242,
AP,Cuddapah,Tobacco,-,2006-07,,,
AP,Cuddapah,Tobacco,-,2007-08,,,
AP,Cuddapah,Tobacco,-,2008-09,,,
AP,Cuddapah,Tobacco,-,2010-11,,,
AP,Cuddapah,Tobacco,-,2011-12,,,
AP,Cuddapah,Tur Arhar,-,2004-05,1407,1352,
AP,Cuddapah,Tur Arhar,-,2005-06,1418,,
AP,Cuddapah,Tur Arhar,-,2006-07,,,
AP,Cuddapah,Tur Arhar,-,2007-08,,,
AP,Cuddapah,Tur Arhar,-,2008-09,,,
AP,Cuddapah,Tur Arhar,-,2009-10,,,
AP,Cuddapah,Tur Arhar,-,2010-11,,,
AP,Cuddapah,Tur Arhar,-,2011-12,,,
AP,Cuddapah,Turmeric,-,2004-05,1911,,
AP,Cuddapah,Turmeric,-,2005-06,2010,,
AP,Cuddapah,Turmeric,-,2006-07,,,
AP,Cuddapah,Turmeric,-,2007-08,,,
AP,Cuddapah,Turmeric,-,2009-10,,,
AP,Cuddapah,Turmeric,-,2010-11,,,
AP,Cuddapah,Turmeric,-,2011-12,,,
AP,EastGodavari,Bajra,-,2004-05,518,,
AP,EastGodavari,Bajra,-,2005-06,529,950,
AP,EastGodavari,Bajra,-,2006-07,557,885,
AP,EastGodavari,Bajra,-,2007-08,728,,
AP,EastGodavari,Bajra,-,2008-09,779,,
AP,EastGodavari,Bajra,-,2009-10,985,,
AP,EastGodavari,Bajra,-,2010-11,1207,,
AP,EastGodavari,Bajra,-,2011-12,1061,,
AP,EastGodavari,CasterSeed,-,2004-05,,,
AP,EastGodavari,CasterSeed,-,2005-06,1557,,
AP,EastGodavari,CasterSeed,-,2006-07,,,
AP,EastGodavari,CasterSeed,-,2007-08,,,
AP,EastGodavari,CasterSeed,-,2008-09,,,
AP,EastGodavari,CasterSeed,-,2009-10,,,
AP,EastGodavari,CasterSeed,-,2010-11,,,
AP,EastGodavari,CasterSeed,-,2011-12,,,
AP,EastGodavari,Chilly,-,2005-06,3963,,
AP,EastGodavari,Chilly,-,2008-09,,4651,
