state,district,crop,Variety,Year,fhp_RsPerQtl_Kharif,fhp_RsPerQtl_Rabi,fhp_RsPerQtl_Summer
KA,Haveri,Arecanut,-,2005-06,,,
KA,Haveri,Arecanut,-,2008-09,,,
KA,Haveri,Arecanut,-,2009-10,,,
KA,Haveri,Arecanut,-,2010-11,,,
KA,Haveri,Arecanut,-,2011-12,,,
KA,Haveri,Bajra,-,2005-06,,,
KA,Haveri,Bajra,-,2008-09,,,
KA,Haveri,Bajra,-,2009-10,,,
KA,Haveri,Bajra,-,2010-11,,,
KA,Haveri,Bajra,-,2011-12,,,
KA,Haveri,Bajra,Local,2005-06,,,
KA,Haveri,Cashewnut,-,2005-06,,,
KA,Haveri,Cashewnut,-,2008-09,,,
KA,Haveri,Cashewnut,-,2009-10,,,
KA,Haveri,Cashewnut,-,2010-11,,,
KA,Haveri,Cashewnut,-,2011-12,,,
KA,Haveri,CasterSeed,-,2004-05,,,
KA,Haveri,CasterSeed,-,2005-06,,,
KA,Haveri,CasterSeed,-,2008-09,,,
KA,Haveri,CasterSeed,-,2009-10,,,
KA,Haveri,CasterSeed,-,2010-11,,,
KA,Haveri,CasterSeed,-,2011-12,,,
KA,Haveri,Chilly,-,2004-05,4357,,
KA,Haveri,Chilly,-,2008-09,6296,,
KA,Haveri,Chilly,Dry,2004-05,,,
KA,Haveri,Chilly,Dry,2005-06,,,
KA,Haveri,Chilly,Dry,2008-09,6296,,
KA,Haveri,Chilly,Dry,2009-10,5430,,
KA,Haveri,Chilly,Dry,2010-11,5846,,
KA,Haveri,Chilly,Dry,2011-12,6684,,
KA,Haveri,Cotton,-,2004-05,,,
KA,Haveri,Cotton,-,2005-06,,,
KA,Haveri,Cotton,-,2008-09,,2162,
KA,Haveri,Cotton,-,2009-10,,2675,
KA,Haveri,Cotton,-,2010-11,,,5022
KA,Haveri,Cotton,-,2011-12,,,3809
KA,Haveri,Ginger,-,2005-06,,,
KA,Haveri,Ginger,-,2008-09,,,
KA,Haveri,Ginger,-,2009-10,,,
KA,Haveri,Gram,-,2004-05,,,
KA,Haveri,Gram,-,2005-06,,,
KA,Haveri,Gram,-,2008-09,,,
KA,Haveri,Gram,-,2009-10,,1925,
KA,Haveri,Gram,-,2010-11,,,
KA,Haveri,Gram,-,2011-12,,,
KA,Haveri,Ground Nut,-,2004-05,,,1406
KA,Haveri,Ground Nut,-,2005-06,,,1436
KA,Haveri,Ground Nut,-,2008-09,2025,,2038
KA,Haveri,Ground Nut,-,2009-10,2239,,2219
KA,Haveri,Ground Nut,-,2010-11,2362,,2867
KA,Haveri,Ground Nut,-,2011-12,3450,,2627
KA,Haveri,Jowar,-,2004-05,,,
KA,Haveri,Jowar,-,2005-06,,,
KA,Haveri,Jowar,-,2009-10,,,
KA,Haveri,Jowar,HYV,2008-09,,,
KA,Haveri,Jowar,Local,2004-05,,,
KA,Haveri,Jowar,Local,2005-06,,,
KA,Haveri,Jowar,Local,2008-09,,674,
KA,Haveri,Jowar,Local,2009-10,,872,
KA,Haveri,Jowar,Local,2010-11,,972,
KA,Haveri,Jowar,Local,2011-12,,,
KA,Haveri,Maize,-,2004-05,,,541
KA,Haveri,Maize,-,2005-06,,,
KA,Haveri,Maize,-,2008-09,,,791
KA,Haveri,Maize,HB,2008-09,,,
KA,Haveri,Maize,HB,2009-10,822,,865
KA,Haveri,Maize,HB,2010-11,883,1254,1126
KA,Haveri,Maize,HB,2011-12,1095,,1356
KA,Haveri,Maize,Local,2004-05,,,
KA,Haveri,Maize,Local,2005-06,,,
KA,Haveri,Paddy,Local,2004-05,546,,
KA,Haveri,Paddy,Local,2005-06,560,,
KA,Haveri,Paddy,Local,2008-09,,,
KA,Haveri,Paddy,Local,2009-10,,,
KA,Haveri,Paddy,Local,2010-11,,,
KA,Haveri,Paddy,Local,2011-12,,,
KA,Haveri,Pepper,-,2005-06,,,
KA,Haveri,Pepper,-,2008-09,,,
KA,Haveri,Pepper,-,2009-10,,,
KA,Haveri,Pepper,-,2010-11,,,
KA,Haveri,Pepper,-,2011-12,,,
KA,Haveri,Potato,-,2004-05,,,
KA,Haveri,Potato,-,2005-06,,,
KA,Haveri,Potato,-,2008-09,,,
KA,Haveri,Potato,-,2009-10,,,
KA,Haveri,Potato,-,2010-11,,,
KA,Haveri,Potato,-,2011-12,,,
KA,Haveri,Ragi,-,2004-05,500,,
KA,Haveri,Ragi,-,2005-06,,,
KA,Haveri,Ragi,-,2011-12,,,
KA,Haveri,Ragi,HB,2010-11,,,
KA,Haveri,Ragi,HYV,2004-05,,,
KA,Haveri,Ragi,HYV,2008-09,932,,
KA,Haveri,Ragi,HYV,2009-10,,,
KA,Haveri,Ragi,HYV,2010-11,,,
KA,Haveri,Ragi,HYV,2011-12,,,
KA,Haveri,Sesamum,-,2004-05,,,
KA,Haveri,Sesamum,-,2005-06,,,
KA,Haveri,Sesamum,-,2008-09,,,
KA,Haveri,Sesamum,-,2009-10,,,
KA,Haveri,Sesamum,-,2010-11,,,
KA,Haveri,Sesamum,-,2011-12,,,
KA,Haveri,Soyabean,-,2008-09,1878,,
KA,Haveri,Soyabean,-,2009-10,1978,,
KA,Haveri,Soyabean,-,2010-11,2193,,
KA,Haveri,Soyabean,-,2011-12,2859,,
KA,Haveri,Sugarcane,-,2008-09,,,
KA,Haveri,Sugarcane,-,2009-10,,,
KA,Haveri,Sugarcane,-,2011-12,,,
KA,Haveri,Sunflower,-,2004-05,1498,,1248
KA,Haveri,Sunflower,-,2005-06,1301,,1261
KA,Haveri,Sunflower,-,2008-09,2226,1934,1985
KA,Haveri,Sunflower,-,2009-10,2102,2112,2156
KA,Haveri,Sunflower,-,2010-11,2898,2746,2434
KA,Haveri,Sunflower,-,2011-12,,,
KA,Haveri,Tobacco,-,2008-09,,,
KA,Haveri,Tobacco,-,2009-10,,,10612
KA,Haveri,Tobacco,-,2010-11,,,
KA,Haveri,Tobacco,-,2011-12,,,
KA,Haveri,Tur Arhar,-,2004-05,1347,,
KA,Haveri,Tur Arhar,-,2005-06,1406,,
KA,Haveri,Tur Arhar,-,2008-09,2461,,
KA,Haveri,Tur Arhar,-,2009-10,3527,,
KA,Haveri,Tur Arhar,-,2010-11,2779,,
KA,Haveri,Tur Arhar,-,2011-12,2689,,
KA,Haveri,Turmeric,-,2011-12,,,
KA,Haveri,Wheat,-,2004-05,,,
KA,Haveri,Wheat,-,2005-06,,,
KA,Haveri,Wheat,-,2008-09,,1110,
KA,Haveri,Wheat,-,2009-10,,1248,
KA,Haveri,Wheat,-,2010-11,,1277,
KA,Haveri,Wheat,-,2011-12,,,
KA,Kodagu,Arecanut,-,2005-06,,,
KA,Kodagu,Arecanut,-,2008-09,,,7475
KA,Kodagu,Arecanut,-,2009-10,,,
KA,Kodagu,Arecanut,-,2010-11,,,
KA,Kodagu,Arecanut,-,2011-12,,,
KA,Kodagu,Bajra,-,2005-06,,,
KA,Kodagu,Bajra,-,2008-09,,,
KA,Kodagu,Bajra,-,2009-10,,,
KA,Kodagu,Bajra,-,2010-11,,,
KA,Kodagu,Bajra,-,2011-12,,,
KA,Kodagu,Bajra,Local,2005-06,,,
KA,Kodagu,Cashewnut,-,2005-06,,,
KA,Kodagu,Cashewnut,-,2008-09,,,4488
KA,Kodagu,Cashewnut,-,2009-10,,,5751
KA,Kodagu,Cashewnut,-,2010-11,,,7994
KA,Kodagu,Cashewnut,-,2011-12,,,6825
KA,Kodagu,CasterSeed,-,2004-05,,,
KA,Kodagu,CasterSeed,-,2005-06,,,
KA,Kodagu,CasterSeed,-,2008-09,,,
KA,Kodagu,CasterSeed,-,2009-10,,,
KA,Kodagu,CasterSeed,-,2010-11,,,
KA,Kodagu,CasterSeed,-,2011-12,,,
KA,Kodagu,Chilly,-,2004-05,,,
KA,Kodagu,Chilly,-,2008-09,,,
KA,Kodagu,Chilly,Dry,2004-05,,,
KA,Kodagu,Chilly,Dry,2005-06,4381,,
KA,Kodagu,Chilly,Dry,2008-09,,,
KA,Kodagu,Chilly,Dry,2009-10,,,
KA,Kodagu,Chilly,Dry,2010-11,,,
KA,Kodagu,Chilly,Dry,2011-12,,,
KA,Kodagu,Cotton,-,2004-05,,,
KA,Kodagu,Cotton,-,2005-06,,,
KA,Kodagu,Cotton,-,2008-09,,,
KA,Kodagu,Cotton,-,2009-10,,,
KA,Kodagu,Cotton,-,2010-11,,,
KA,Kodagu,Cotton,-,2011-12,,,
KA,Kodagu,Ginger,-,2005-06,,,
KA,Kodagu,Ginger,-,2008-09,,,2438
KA,Kodagu,Ginger,-,2009-10,,,1846
KA,Kodagu,Gram,-,2004-05,,,
KA,Kodagu,Gram,-,2005-06,,,
KA,Kodagu,Gram,-,2008-09,,,
KA,Kodagu,Gram,-,2009-10,,,
KA,Kodagu,Gram,-,2010-11,,,
KA,Kodagu,Gram,-,2011-12,,,
KA,Kodagu,Ground Nut,-,2004-05,,,
KA,Kodagu,Ground Nut,-,2005-06,,,
KA,Kodagu,Ground Nut,-,2008-09,,,
KA,Kodagu,Ground Nut,-,2009-10,,,
KA,Kodagu,Ground Nut,-,2010-11,,,
KA,Kodagu,Ground Nut,-,2011-12,,,
KA,Kodagu,Jowar,-,2004-05,,,
KA,Kodagu,Jowar,-,2005-06,,,
KA,Kodagu,Jowar,-,2009-10,,,
KA,Kodagu,Jowar,HYV,2008-09,,,
KA,Kodagu,Jowar,Local,2004-05,,,
KA,Kodagu,Jowar,Local,2005-06,,,
KA,Kodagu,Jowar,Local,2008-09,,,
KA,Kodagu,Jowar,Local,2009-10,,,
KA,Kodagu,Jowar,Local,2010-11,,,
KA,Kodagu,Jowar,Local,2011-12,,,
KA,Kodagu,Maize,-,2004-05,,,
KA,Kodagu,Maize,-,2005-06,,,
KA,Kodagu,Maize,-,2008-09,744,,
KA,Kodagu,Maize,HB,2008-09,744,,
KA,Kodagu,Maize,HB,2009-10,,,
KA,Kodagu,Maize,HB,2010-11,846,,
KA,Kodagu,Maize,HB,2011-12,934,,
KA,Kodagu,Maize,Local,2004-05,,,
KA,Kodagu,Maize,Local,2005-06,,,
KA,Kodagu,Paddy,Local,2004-05,537,,
KA,Kodagu,Paddy,Local,2005-06,546,,
KA,Kodagu,Paddy,Local,2008-09,,,781
KA,Kodagu,Paddy,Local,2009-10,889,,
KA,Kodagu,Paddy,Local,2010-11,913,,
KA,Kodagu,Paddy,Local,2011-12,898,,
KA,Kodagu,Pepper,-,2005-06,,,
KA,Kodagu,Pepper,-,2008-09,,,11452
KA,Kodagu,Pepper,-,2009-10,,,11408
KA,Kodagu,Pepper,-,2010-11,,,22200
KA,Kodagu,Pepper,-,2011-12,,,26700
KA,Kodagu,Potato,-,2004-05,,,
KA,Kodagu,Potato,-,2005-06,,,
KA,Kodagu,Potato,-,2008-09,,,
KA,Kodagu,Potato,-,2009-10,,,
KA,Kodagu,Potato,-,2010-11,,,
KA,Kodagu,Potato,-,2011-12,,,
KA,Kodagu,Ragi,-,2004-05,,,
KA,Kodagu,Ragi,-,2005-06,,,386
KA,Kodagu,Ragi,-,2011-12,,,
KA,Kodagu,Ragi,HB,2010-11,,,
KA,Kodagu,Ragi,HYV,2004-05,,,
KA,Kodagu,Ragi,HYV,2008-09,,,
KA,Kodagu,Ragi,HYV,2009-10,,,
KA,Kodagu,Ragi,HYV,2010-11,,,
KA,Kodagu,Ragi,HYV,2011-12,,,
KA,Kodagu,Sesamum,-,2004-05,,,
KA,Kodagu,Sesamum,-,2005-06,,,
KA,Kodagu,Sesamum,-,2008-09,,,
KA,Kodagu,Sesamum,-,2009-10,,,
KA,Kodagu,Sesamum,-,2010-11,,,
KA,Kodagu,Sesamum,-,2011-12,,,
KA,Kodagu,Soyabean,-,2008-09,,,
KA,Kodagu,Soyabean,-,2009-10,,,
KA,Kodagu,Soyabean,-,2010-11,,,
KA,Kodagu,Soyabean,-,2011-12,,,
KA,Kodagu,Sugarcane,-,2008-09,,,
KA,Kodagu,Sugarcane,-,2009-10,,,
KA,Kodagu,Sugarcane,-,2011-12,,,
KA,Kodagu,Sunflower,-,2004-05,,,
KA,Kodagu,Sunflower,-,2005-06,,,
KA,Kodagu,Sunflower,-,2008-09,,,
KA,Kodagu,Sunflower,-,2009-10,,,
KA,Kodagu,Sunflower,-,2010-11,,,
KA,Kodagu,Sunflower,-,2011-12,,,
KA,Kodagu,Tobacco,-,2008-09,,,
KA,Kodagu,Tobacco,-,2009-10,,,
KA,Kodagu,Tobacco,-,2010-11,,,
KA,Kodagu,Tobacco,-,2011-12,,,
KA,Kodagu,Tur Arhar,-,2004-05,,,
KA,Kodagu,Tur Arhar,-,2005-06,,,
KA,Kodagu,Tur Arhar,-,2008-09,,,
KA,Kodagu,Tur Arhar,-,2009-10,,,
KA,Kodagu,Tur Arhar,-,2010-11,,,
KA,Kodagu,Tur Arhar,-,2011-12,,,
KA,Kodagu,Turmeric,-,2011-12,,,
KA,Kodagu,Wheat,-,2004-05,,,
KA,Kodagu,Wheat,-,2005-06,,,
KA,Kodagu,Wheat,-,2008-09,,,
KA,Kodagu,Wheat,-,2009-10,,,
KA,Kodagu,Wheat,-,2010-11,,,
KA,Kodagu,Wheat,-,2011-12,,,
KA,Kolar,Arecanut,-,2005-06,,,
KA,Kolar,Arecanut,-,2008-09,,,
KA,Kolar,Arecanut,-,2009-10,,,
KA,Kolar,Arecanut,-,2010-11,,,
KA,Kolar,Arecanut,-,2011-12,,,
KA,Kolar,Bajra,-,2005-06,,,
KA,Kolar,Bajra,-,2008-09,,,
KA,Kolar,Bajra,-,2009-10,,,
KA,Kolar,Bajra,-,2010-11,,,
KA,Kolar,Bajra,-,2011-12,,,
KA,Kolar,Bajra,Local,2005-06,,,
KA,Kolar,Cashewnut,-,2005-06,,,
KA,Kolar,Cashewnut,-,2008-09,,,
KA,Kolar,Cashewnut,-,2009-10,,,
KA,Kolar,Cashewnut,-,2010-11,,,
KA,Kolar,Cashewnut,-,2011-12,,,
KA,Kolar,CasterSeed,-,2004-05,,,
KA,Kolar,CasterSeed,-,2005-06,,,
KA,Kolar,CasterSeed,-,2008-09,,,
KA,Kolar,CasterSeed,-,2009-10,,,
KA,Kolar,CasterSeed,-,2010-11,,,
KA,Kolar,CasterSeed,-,2011-12,,,
KA,Kolar,Chilly,-,2004-05,,,
KA,Kolar,Chilly,-,2008-09,,,
KA,Kolar,Chilly,Dry,2004-05,,,
KA,Kolar,Chilly,Dry,2005-06,,,
KA,Kolar,Chilly,Dry,2008-09,,,
KA,Kolar,Chilly,Dry,2009-10,,,
KA,Kolar,Chilly,Dry,2010-11,,,
KA,Kolar,Chilly,Dry,2011-12,,,
KA,Kolar,Cotton,-,2004-05,,,
KA,Kolar,Cotton,-,2005-06,,,
KA,Kolar,Cotton,-,2008-09,,,
KA,Kolar,Cotton,-,2009-10,,,
KA,Kolar,Cotton,-,2010-11,,,
KA,Kolar,Cotton,-,2011-12,,,
KA,Kolar,Ginger,-,2005-06,,,
KA,Kolar,Ginger,-,2008-09,,,
KA,Kolar,Ginger,-,2009-10,,,
KA,Kolar,Gram,-,2004-05,,,
KA,Kolar,Gram,-,2005-06,,,
KA,Kolar,Gram,-,2008-09,,,
KA,Kolar,Gram,-,2009-10,,,
KA,Kolar,Gram,-,2010-11,,,
KA,Kolar,Gram,-,2011-12,,,
KA,Kolar,Ground Nut,-,2004-05,1150,,1230
KA,Kolar,Ground Nut,-,2005-06,1094,,1246
KA,Kolar,Ground Nut,-,2008-09,2094,,
KA,Kolar,Ground Nut,-,2009-10,2394,,
KA,Kolar,Ground Nut,-,2010-11,2241,,
KA,Kolar,Ground Nut,-,2011-12,2385,,
KA,Kolar,Jowar,-,2004-05,,,
KA,Kolar,Jowar,-,2005-06,,,
KA,Kolar,Jowar,-,2009-10,,,
KA,Kolar,Jowar,HYV,2008-09,,,
KA,Kolar,Jowar,Local,2004-05,,,
KA,Kolar,Jowar,Local,2005-06,,,
KA,Kolar,Jowar,Local,2008-09,,,
KA,Kolar,Jowar,Local,2009-10,,,
KA,Kolar,Jowar,Local,2010-11,,,
KA,Kolar,Jowar,Local,2011-12,,,
KA,Kolar,Maize,-,2004-05,,,
KA,Kolar,Maize,-,2005-06,,,
KA,Kolar,Maize,-,2008-09,,,
KA,Kolar,Maize,HB,2008-09,,,
KA,Kolar,Maize,HB,2009-10,,,
KA,Kolar,Maize,HB,2010-11,,,
KA,Kolar,Maize,HB,2011-12,,,
KA,Kolar,Maize,Local,2004-05,,266,
KA,Kolar,Maize,Local,2005-06,,243,
KA,Kolar,Paddy,Local,2004-05,407,,
KA,Kolar,Paddy,Local,2005-06,462,,
KA,Kolar,Paddy,Local,2008-09,950,,
KA,Kolar,Paddy,Local,2009-10,,,
KA,Kolar,Paddy,Local,2010-11,,,
KA,Kolar,Paddy,Local,2011-12,,,
KA,Kolar,Pepper,-,2005-06,,,
KA,Kolar,Pepper,-,2008-09,,,
KA,Kolar,Pepper,-,2009-10,,,
KA,Kolar,Pepper,-,2010-11,,,
KA,Kolar,Pepper,-,2011-12,,,
KA,Kolar,Potato,-,2004-05,,346,
KA,Kolar,Potato,-,2005-06,,324,
KA,Kolar,Potato,-,2008-09,,1179,
KA,Kolar,Potato,-,2009-10,,897,
KA,Kolar,Potato,-,2010-11,,1023,1096
KA,Kolar,Potato,-,2011-12,,1139,940
KA,Kolar,Ragi,-,2004-05,,,
KA,Kolar,Ragi,-,2005-06,,,
KA,Kolar,Ragi,-,2011-12,1064,,
KA,Kolar,Ragi,HB,2010-11,,,
KA,Kolar,Ragi,HYV,2004-05,,,373
KA,Kolar,Ragi,HYV,2008-09,996,,1003
KA,Kolar,Ragi,HYV,2009-10,986,,
KA,Kolar,Ragi,HYV,2010-11,971,,
KA,Kolar,Ragi,HYV,2011-12,,,
KA,Kolar,Sesamum,-,2004-05,,,
KA,Kolar,Sesamum,-,2005-06,,,
KA,Kolar,Sesamum,-,2008-09,,,
KA,Kolar,Sesamum,-,2009-10,,,
KA,Kolar,Sesamum,-,2010-11,,,
KA,Kolar,Sesamum,-,2011-12,,,
KA,Kolar,Soyabean,-,2008-09,,,
KA,Kolar,Soyabean,-,2009-10,,,
KA,Kolar,Soyabean,-,2010-11,,,
KA,Kolar,Soyabean,-,2011-12,,,
KA,Kolar,Sugarcane,-,2008-09,,,
KA,Kolar,Sugarcane,-,2009-10,,,
KA,Kolar,Sugarcane,-,2011-12,,,
KA,Kolar,Sunflower,-,2004-05,,,
KA,Kolar,Sunflower,-,2005-06,,,
KA,Kolar,Sunflower,-,2008-09,,,
KA,Kolar,Sunflower,-,2009-10,,,
KA,Kolar,Sunflower,-,2010-11,,,
KA,Kolar,Sunflower,-,2011-12,,,
KA,Kolar,Tobacco,-,2008-09,,,
KA,Kolar,Tobacco,-,2009-10,,,
KA,Kolar,Tobacco,-,2010-11,,,
KA,Kolar,Tobacco,-,2011-12,,,
KA,Kolar,Tur Arhar,-,2004-05,,,
KA,Kolar,Tur Arhar,-,2005-06,,,
KA,Kolar,Tur Arhar,-,2008-09,,,
KA,Kolar,Tur Arhar,-,2009-10,,,
KA,Kolar,Tur Arhar,-,2010-11,,,
KA,Kolar,Tur Arhar,-,2011-12,,,
KA,Kolar,Turmeric,-,2011-12,,,
KA,Kolar,Wheat,-,2004-05,,,
KA,Kolar,Wheat,-,2005-06,,,
KA,Kolar,Wheat,-,2008-09,,,
KA,Kolar,Wheat,-,2009-10,,,
KA,Kolar,Wheat,-,2010-11,,,
KA,Kolar,Wheat,-,2011-12,,,
KA,Koppal,Arecanut,-,2005-06,,,
KA,Koppal,Arecanut,-,2008-09,,,
KA,Koppal,Arecanut,-,2009-10,,,
KA,Koppal,Arecanut,-,2010-11,,,
KA,Koppal,Arecanut,-,2011-12,,,
KA,Koppal,Bajra,-,2005-06,,,
KA,Koppal,Bajra,-,2008-09,795,,
KA,Koppal,Bajra,-,2009-10,732,,
KA,Koppal,Bajra,-,2010-11,794,,
KA,Koppal,Bajra,-,2011-12,961,,
KA,Koppal,Bajra,Local,2005-06,,,
KA,Koppal,Cashewnut,-,2005-06,,,
KA,Koppal,Cashewnut,-,2008-09,,,
KA,Koppal,Cashewnut,-,2009-10,,,
KA,Koppal,Cashewnut,-,2010-11,,,
KA,Koppal,Cashewnut,-,2011-12,,,
KA,Koppal,CasterSeed,-,2004-05,,,
KA,Koppal,CasterSeed,-,2005-06,,,
KA,Koppal,CasterSeed,-,2008-09,2428,,
KA,Koppal,CasterSeed,-,2009-10,2401,,
KA,Koppal,CasterSeed,-,2010-11,2570,,
KA,Koppal,CasterSeed,-,2011-12,3646,,
KA,Koppal,Chilly,-,2004-05,,,
KA,Koppal,Chilly,-,2008-09,3467,,
KA,Koppal,Chilly,Dry,2004-05,,,
KA,Koppal,Chilly,Dry,2005-06,,,
KA,Koppal,Chilly,Dry,2008-09,3467,,
KA,Koppal,Chilly,Dry,2009-10,,,
KA,Koppal,Chilly,Dry,2010-11,,,
KA,Koppal,Chilly,Dry,2011-12,,,
KA,Koppal,Cotton,-,2004-05,,2130,
KA,Koppal,Cotton,-,2005-06,,2244,
KA,Koppal,Cotton,-,2008-09,,2350,
KA,Koppal,Cotton,-,2009-10,,2249,
KA,Koppal,Cotton,-,2010-11,,,4312
KA,Koppal,Cotton,-,2011-12,,,4168
KA,Koppal,Ginger,-,2005-06,,,
KA,Koppal,Ginger,-,2008-09,,,
KA,Koppal,Ginger,-,2009-10,,,
KA,Koppal,Gram,-,2004-05,,1611,
KA,Koppal,Gram,-,2005-06,,1606,
KA,Koppal,Gram,-,2008-09,,1885,
KA,Koppal,Gram,-,2009-10,,1914,
KA,Koppal,Gram,-,2010-11,,,
KA,Koppal,Gram,-,2011-12,,3869,
KA,Koppal,Ground Nut,-,2004-05,,,1474
KA,Koppal,Ground Nut,-,2005-06,,,1472
KA,Koppal,Ground Nut,-,2008-09,2248,1847,2276
KA,Koppal,Ground Nut,-,2009-10,2148,,2330
KA,Koppal,Ground Nut,-,2010-11,2364,,3106
KA,Koppal,Ground Nut,-,2011-12,2767,,3577
KA,Koppal,Jowar,-,2004-05,,,987
KA,Koppal,Jowar,-,2005-06,465,,936
KA,Koppal,Jowar,-,2009-10,,,719
KA,Koppal,Jowar,HYV,2008-09,,,646
KA,Koppal,Jowar,Local,2004-05,,,
KA,Koppal,Jowar,Local,2005-06,465,,
KA,Koppal,Jowar,Local,2008-09,,,
KA,Koppal,Jowar,Local,2009-10,,,
KA,Koppal,Jowar,Local,2010-11,,,
KA,Koppal,Jowar,Local,2011-12,2600,,
KA,Koppal,Maize,-,2004-05,,,490
KA,Koppal,Maize,-,2005-06,,,504
KA,Koppal,Maize,-,2008-09,912,,739
KA,Koppal,Maize,HB,2008-09,912,826,
KA,Koppal,Maize,HB,2009-10,754,737,728
KA,Koppal,Maize,HB,2010-11,823,827,969
KA,Koppal,Maize,HB,2011-12,1003,956,1023
KA,Koppal,Maize,Local,2004-05,,,
KA,Koppal,Maize,Local,2005-06,,,
KA,Koppal,Paddy,Local,2004-05,,,
KA,Koppal,Paddy,Local,2005-06,,,
KA,Koppal,Paddy,Local,2008-09,,,
KA,Koppal,Paddy,Local,2009-10,,,
KA,Koppal,Paddy,Local,2010-11,,,
KA,Koppal,Paddy,Local,2011-12,,,
KA,Koppal,Pepper,-,2005-06,,,
KA,Koppal,Pepper,-,2008-09,,,
KA,Koppal,Pepper,-,2009-10,,,
KA,Koppal,Pepper,-,2010-11,,,
KA,Koppal,Pepper,-,2011-12,,,
KA,Koppal,Potato,-,2004-05,,,
KA,Koppal,Potato,-,2005-06,,,
KA,Koppal,Potato,-,2008-09,,,
KA,Koppal,Potato,-,2009-10,1400,,
KA,Koppal,Potato,-,2010-11,1000,800,
KA,Koppal,Potato,-,2011-12,700,700,900
KA,Koppal,Ragi,-,2004-05,,,
KA,Koppal,Ragi,-,2005-06,,,
KA,Koppal,Ragi,-,2011-12,,,
KA,Koppal,Ragi,HB,2010-11,,,
KA,Koppal,Ragi,HYV,2004-05,,,
KA,Koppal,Ragi,HYV,2008-09,,,
KA,Koppal,Ragi,HYV,2009-10,,,
KA,Koppal,Ragi,HYV,2010-11,,,
KA,Koppal,Ragi,HYV,2011-12,,,
KA,Koppal,Sesamum,-,2004-05,,,
KA,Koppal,Sesamum,-,2005-06,,,
KA,Koppal,Sesamum,-,2008-09,4724,,
KA,Koppal,Sesamum,-,2009-10,4555,,
KA,Koppal,Sesamum,-,2010-11,4665,,
KA,Koppal,Sesamum,-,2011-12,4914,,
KA,Koppal,Soyabean,-,2008-09,,,
KA,Koppal,Soyabean,-,2009-10,,,
KA,Koppal,Soyabean,-,2010-11,,,
KA,Koppal,Soyabean,-,2011-12,,,
KA,Koppal,Sugarcane,-,2008-09,,,
KA,Koppal,Sugarcane,-,2009-10,,,
KA,Koppal,Sugarcane,-,2011-12,,,
KA,Koppal,Sunflower,-,2004-05,,1558,1527
KA,Koppal,Sunflower,-,2005-06,1264,1560,1565
KA,Koppal,Sunflower,-,2008-09,2419,1729,2039
KA,Koppal,Sunflower,-,2009-10,2101,2029,2126
KA,Koppal,Sunflower,-,2010-11,2180,2436,2629
KA,Koppal,Sunflower,-,2011-12,2576,2796,2925
KA,Koppal,Tobacco,-,2008-09,,,
KA,Koppal,Tobacco,-,2009-10,,,
KA,Koppal,Tobacco,-,2010-11,,,
KA,Koppal,Tobacco,-,2011-12,,,
KA,Koppal,Tur Arhar,-,2004-05,,,
KA,Koppal,Tur Arhar,-,2005-06,1307,,
KA,Koppal,Tur Arhar,-,2008-09,2387,,
KA,Koppal,Tur Arhar,-,2009-10,3260,,
KA,Koppal,Tur Arhar,-,2010-11,3001,,
KA,Koppal,Tur Arhar,-,2011-12,2461,,
KA,Koppal,Turmeric,-,2011-12,,,
KA,Koppal,Wheat,-,2004-05,,882,
KA,Koppal,Wheat,-,2005-06,,916,
KA,Koppal,Wheat,-,2008-09,,1170,
KA,Koppal,Wheat,-,2009-10,,1227,
KA,Koppal,Wheat,-,2010-11,,1203,
KA,Koppal,Wheat,-,2011-12,,1151,
KA,Mandya,Arecanut,-,2005-06,,,
KA,Mandya,Arecanut,-,2008-09,,,
KA,Mandya,Arecanut,-,2009-10,,,
KA,Mandya,Arecanut,-,2010-11,,,
KA,Mandya,Arecanut,-,2011-12,,,
KA,Mandya,Bajra,-,2005-06,,,
KA,Mandya,Bajra,-,2008-09,,,
KA,Mandya,Bajra,-,2009-10,,,
KA,Mandya,Bajra,-,2010-11,,,
KA,Mandya,Bajra,-,2011-12,,,
KA,Mandya,Bajra,Local,2005-06,,,
KA,Mandya,Cashewnut,-,2005-06,,,
KA,Mandya,Cashewnut,-,2008-09,,,
KA,Mandya,Cashewnut,-,2009-10,,,
KA,Mandya,Cashewnut,-,2010-11,,,
KA,Mandya,Cashewnut,-,2011-12,,,
KA,Mandya,CasterSeed,-,2004-05,704,,
KA,Mandya,CasterSeed,-,2005-06,712,,
KA,Mandya,CasterSeed,-,2008-09,,,
KA,Mandya,CasterSeed,-,2009-10,,,
KA,Mandya,CasterSeed,-,2010-11,,,
KA,Mandya,CasterSeed,-,2011-12,,,
KA,Mandya,Chilly,-,2004-05,2930,,
KA,Mandya,Chilly,-,2008-09,4539,,
KA,Mandya,Chilly,Dry,2004-05,,,
KA,Mandya,Chilly,Dry,2005-06,,,
KA,Mandya,Chilly,Dry,2008-09,4539,,
KA,Mandya,Chilly,Dry,2009-10,,,
KA,Mandya,Chilly,Dry,2010-11,,,
KA,Mandya,Chilly,Dry,2011-12,,,
KA,Mandya,Cotton,-,2004-05,,,
KA,Mandya,Cotton,-,2005-06,,,
KA,Mandya,Cotton,-,2008-09,,,
KA,Mandya,Cotton,-,2009-10,,,
KA,Mandya,Cotton,-,2010-11,,,
KA,Mandya,Cotton,-,2011-12,,,
